from,to,score
COL5A1,COL6A3,0.892
COL5A1,COL8A1,0.725
COL5A1,COL8A2,0.812
COL5A1,DDR2,0.762
COL5A1,FBLN2,0.707
COL5A1,FBN1,0.929
COL5A1,FN1,0.84
COL5A1,LAMC1,0.743
COL5A1,LOX,0.703
COL5A1,LUM,0.912
COL5A1,MMP2,0.796
COL5A1,PCOLCE,0.928
COL5A1,POSTN,0.78
COL5A1,TNXB,0.781
COL5A1,THBS2,0.742
COL5A1,SERPINH1,0.804
COL6A1,COL6A2,0.998
COL6A1,COL6A3,0.994
COL6A1,DCN,0.824
COL6A1,FBLN1,0.738
COL6A1,FBN1,0.743
COL6A1,FN1,0.78
COL6A1,ITGA1,0.87
COL6A1,ITGA10,0.839
COL6A1,ITGA4,0.719
COL6A1,ITGA5,0.922
COL6A1,ITGA7,0.796
COL6A1,ITGA8,0.86
COL6A1,ITGA9,0.719
COL6A1,LAMA2,0.762
COL6A1,LAMA4,0.743
COL6A1,LOX,0.736
COL6A1,NID1,0.709
COL6A1,PCOLCE,0.779
COL6A1,SDC4,0.714
COL6A1,THBS1,0.778
COL6A1,TNXB,0.725
COL6A1,THBS2,0.756
COL6A1,THBS4,0.819
COL6A1,SERPINH1,0.837
COL6A2,COL6A3,0.994
COL6A2,FBN1,0.75
COL6A2,FN1,0.802
COL6A2,ITGA1,0.864
COL6A2,ITGA10,0.742
COL6A2,ITGA4,0.732
COL6A2,ITGA5,0.892
COL6A2,ITGA7,0.804
COL6A2,ITGA8,0.847
COL6A2,ITGA9,0.767
COL6A2,LUM,0.702
COL6A2,NID1,0.716
COL6A2,PCOLCE,0.833
COL6A2,SDC4,0.702
COL6A2,THBS1,0.784
COL6A2,THBS2,0.754
COL6A2,SERPINH1,0.837
COL6A3,FBN1,0.786
COL6A3,FN1,0.736
COL6A3,ITGA1,0.819
COL6A3,ITGA10,0.816
COL6A3,ITGA4,0.737
COL6A3,ITGA5,0.87
COL6A3,ITGA7,0.766
COL6A3,ITGA8,0.752
COL6A3,ITGA9,0.733
COL6A3,LUM,0.853
COL6A3,POSTN,0.819
COL6A3,THBS2,0.799
COL6A3,SERPINH1,0.831
COL8A1,COL8A2,0.927
COL8A2,TCF4,0.771
COL8A2,ZEB1,0.871
COMP,DCN,0.83
COMP,FMOD,0.846
COMP,FN1,0.958
COMP,HAPLN1,0.707
COMP,ITGA1,0.72
COMP,ITGA10,0.714
COMP,ITGA5,0.71
COMP,MATN3,0.923
COMP,SDC4,0.918
COMP,THBS4,0.856
CORO1A,ITGB2,0.784
CORO1A,LAPTM5,0.729
CP,HEPH,0.904
CP,HFE,0.727
CP,SERPINA1,0.944
CP,SLC40A1,0.982
CP,SERPINA3,0.822
CPA3,GATA2,0.752
CPA3,SRGN,0.738
CPE,PAM,0.719
CPE,PCSK2,0.848
CPE,PENK,0.723
CPE,SCG2,0.796
CPEB2,PKP1,0.72
CRABP1,CYP26A1,0.808
CRABP1,CYP26B1,0.75
CRABP2,CYP26A1,0.721
CREB5,FOSB,0.774
CREB5,PPARGC1A,0.913
CREB5,PRKACB,0.725
CREB5,PRKCA,0.705
CREB5,PRKG1,0.723
CRLF1,LIFR,0.739
CSF1,CTSK,0.701
CSF1,CXCL1,0.703
CSF1,CXCL12,0.701
CSF1,CXCL2,0.711
CSF1,CXCL8,0.714
CSF1,CXCR4,0.766
CSF1,EPHA2,0.738
CSF1,FGFR1,0.75
CSF1,FGFR3,0.73
CSF1,FLT1,0.866
CSF1,ICAM1,0.829
CSF1,IL1R1,0.807
CSF1,IL6,0.827
CSF1,ITGAM,0.781
CSF1,KIT,0.918
CSF1,MRC1,0.723
CSF1,PDGFRA,0.864
CSF1,PDGFRB,0.909
CSF1,SHC1,0.725
CSF1,SIRPA,0.741
CSF1,TEK,0.812
CSF2RB,IL10RA,0.717
CSF2RB,IL15,0.788
CSF2RB,IL6,0.769
CSF2RB,IL7,0.73
CSF2RB,ITGAM,0.714
CSF2RB,SHC1,0.801
CSGALNACT1,CSGALNACT2,0.944
CTHRC1,FZD3,0.769
CTHRC1,POSTN,0.709
CTSK,MITF,0.73
CTSK,MMP3,0.712
CTSK,NFATC1,0.904
CTSK,RUNX2,0.765
CTSK,TLR4,0.82
CTSV,TIMP1,0.705
CTSV,SCUBE2,0.711
CXADR,OCLN,0.831
CXCL1,CXCL12,0.947
CXCL1,CXCL2,0.996
CXCL1,CXCL6,0.999
CXCL1,CXCL8,0.957
CXCL1,CXCR4,0.998
CXCL1,FGF2,0.918
CXCL1,ICAM1,0.845
CXCL1,IL1R1,0.737
CXCL1,IL6,0.982
CXCL1,IL7,0.797
CXCL1,ITGAM,0.702
CXCL1,MMP1,0.752
CXCL1,MMP3,0.821
CXCL1,TLR4,0.717
CXCL12,CXCL14,0.998
CXCL12,CXCL2,0.999
CXCL12,CXCL6,0.999
CXCL12,CXCL8,0.951
CXCL12,CXCR4,0.999
CXCL12,DPP4,0.832
CXCL12,FGF2,0.896
CXCL12,FLT1,0.8
CXCL12,FN1,0.884
CXCL12,IGF1,0.845
CXCL12,IL6,0.811
CXCL12,ITGA5,0.726
CXCL12,ITGB2,0.709
CXCL12,ITIH4,0.811
CXCL12,KIT,0.974
CXCL12,LGALS3,0.744
CXCL12,MMP2,0.762
CXCL12,PDGFRA,0.806
CXCL12,PDGFRB,0.815
CXCL12,PECAM1,0.745
CXCL12,PGF,0.711
CXCL12,PTPRC,0.827
CXCL12,SELE,0.727
CXCL12,TEK,0.825
CXCL12,TLR4,0.821
CXCL12,VCAM1,0.864
CXCL12,TIMP1,0.737
CXCL14,CXCL2,0.995
CXCL14,CXCR4,0.984
CXCL2,CXCL6,0.998
CXCL2,CXCL8,0.982
CXCL2,CXCR4,0.993
CXCL2,DPP4,0.754
CXCL2,ICAM1,0.704
CXCL2,IL6,0.966
CXCL2,ITGAM,0.702
CXCL2,TLR4,0.849
CXCL2,TNFAIP3,0.718
CXCL6,CXCL8,0.868
CXCL6,CXCR4,0.798
CXCL6,IL6,0.702
CXCL8,CXCR4,0.997
CXCL8,F2R,0.795
CXCL8,F3,0.74
CXCL8,FGF18,0.752
CXCL8,FGF2,0.857
CXCL8,FGF5,0.753
CXCL8,FGF9,0.753
CXCL8,FLT1,0.851
CXCL8,FN1,0.846
CXCL8,GNG2,0.859
CXCL8,ICAM1,0.943
CXCL8,IL15,0.798
CXCL8,IL1R1,0.87
CXCL8,IL33,0.799
CXCL8,IL6,0.991
CXCL8,IL7,0.856
CXCL8,ITGB2,0.784
CXCL8,LPAR1,0.743
CXCL8,MMP1,0.762
CXCL8,MMP2,0.814
CXCL8,MMP3,0.821
CXCL8,MX1,0.727
CXCL8,PECAM1,0.733
CXCL8,PGF,0.731
CXCL8,S100A8,0.763
CXCL8,SAA1,0.857
CXCL8,SAA2,0.711
CXCL8,SELE,0.851
CXCL8,SERPINE1,0.736
CXCL8,THBS1,0.713
CXCL8,TLR4,0.933
CXCL8,TNFAIP6,0.933
CXCL8,VCAM1,0.857
CXCL8,TIMP1,0.78
CXCL8,PTGFR,0.728
CXCL8,VWF,0.962
CXCL8,VEGFC,0.717
CXCL8,TSLP,0.711
CXCL8,TLR6,0.745
CXCL8,TNFAIP3,0.738
CXCR4,DBN1,0.847
CXCR4,DPP4,0.985
CXCR4,ENPEP,0.901
CXCR4,EPCAM,0.708
CXCR4,FGF2,0.795
CXCR4,FLNA,0.892
CXCR4,FLT1,0.702
CXCR4,FN1,0.857
CXCR4,GNA12,0.972
CXCR4,GNB4,0.922
CXCR4,GNB5,0.923
CXCR4,GNG11,0.945
CXCR4,GNG2,0.917
CXCR4,ICAM1,0.837
CXCR4,IGF1,0.717
CXCR4,IL6,0.921
CXCR4,IL7,0.718
CXCR4,ITCH,0.834
CXCR4,ITGA4,0.767
CXCR4,ITGAM,0.715
CXCR4,ITGB2,0.826
CXCR4,ITIH4,0.999
CXCR4,KIT,0.833
CXCR4,PDGFRB,0.707
CXCR4,PECAM1,0.784
CXCR4,PTPRC,0.933
CXCR4,S1PR1,0.719
CXCR4,TLR4,0.824
CXCR4,VCAM1,0.978
CXCR4,GRK5,0.711
CXCR4,GRK3,0.869
CXCR4,SOX17,0.729
CYB5R3,DPYD,0.878
CYBB,DUOX1,0.986
CYBB,FCER1G,0.741
CYBB,GPX2,0.753
CYBB,GPX3,0.739
CYBB,IL6,0.708
CYBB,ITGAM,0.778
CYBB,ITGB2,0.816
CYBB,MAPK13,0.75
CYBB,MMP2,0.957
CYBB,NOX4,0.998
CYBB,RAC2,0.999
CYBB,S100A9,0.792
CYBB,TLR4,0.902
CYBB,VCAM1,0.959
CYBB,XDH,0.782
CYP1B1,GSTM3,0.943
CYP1B1,HSD17B2,0.941
CYP1B1,HSD17B8,0.933
CYP1B1,LTBP2,0.809
CYP1B1,NQO1,0.797
CYP1B1,MGST1,0.925
CYP1B1,UGT2B15,0.938
CYP1B1,UGT2A2,0.935
CYP1B1,PITX2,0.832
CYP26A1,CYP26B1,0.919
CYP26A1,CYP27C1,0.93
CYP26A1,CYP2C18,0.942
CYP26A1,SCEL,0.7
CYP26A1,UGT2B15,0.715
CYP26A1,SDR16C5,0.944
CYP26B1,CYP2C18,0.937
CYP26B1,UGT2A2,0.702
CYP27C1,SDR16C5,0.918
CYP2C18,EPHX2,0.728
CYP2C18,GSTM3,0.74
CYP2C18,UGT2B15,0.821
CYP2C18,UGT2A2,0.796
CYP2C18,RBP4,0.716
CYTH3,CYTIP,0.905
CYTH3,FRMD4B,0.872
CYTIP,EVI2B,0.762
DAAM1,FZD3,0.72
DAAM1,FZD7,0.7
DAAM1,WNT5A,0.797
DAAM1,PRICKLE1,0.746
DAAM1,DAAM2,0.909
DAAM1,RHOD,0.724
DAB2,MYO6,0.986
DAB2,SCARB2,0.769
DAB2,SH3KBP1,0.785
DAB2,STON2,0.746
DAB2,TGFBR1,0.892
DAB2,TGFBR2,0.786
DAB2,TFRC,0.81
DAB2,SYT1,0.71
DAB2,LDLRAP1,0.862
DAPL1,HABP4,0.795
DBN1,HOMER2,0.811
DBN1,HOMER3,0.715
DBN1,NEXN,0.708
DBP,NR1D1,0.759
DCDC1,ELP4,0.926
DCDC1,PAX6,0.702
DCLK1,MAB21L1,0.775
DCLK1,NBEA,0.816
DCN,DPT,0.85
DCN,FBLN1,0.806
DCN,FBN1,0.912
DCN,FGF18,0.937
DCN,FGF2,0.834
DCN,FGF5,0.905
DCN,FGF9,0.937
DCN,FMOD,0.938
DCN,FN1,0.996
DCN,HSPG2,0.986
DCN,IGF1,0.989
DCN,LUM,0.978
DCN,MFAP2,0.954
DCN,MMP2,0.866
DCN,MMP3,0.765
DCN,NID1,0.724
DCN,OGN,0.711
DCN,PDGFRA,0.826
DCN,POSTN,0.758
DCN,SDC2,0.712
DCN,SDC4,0.742
DCN,TGFB2,0.89
DCN,TGFB3,0.961
DCN,THBS1,0.854
DCN,TLR4,0.988
DCN,THBS2,0.72
DCN,VCAN,0.981
DCT,MITF,0.956
DCT,MLANA,0.921
DCT,PAX3,0.767
DCT,PMEL,0.898
DCT,SOX10,0.86
DCT,TYR,0.958
DCT,TYRP1,0.745
DDIT4,TP63,0.842
DDIT4,TXNIP,0.991
DDR2,SHC1,0.709
DEGS1,PLPP3,0.909
DEGS1,SPHK1,0.96
DEGS1,SPTLC3,0.816
DENND2B,SDCBP,0.783
DENND2B,SCUBE2,0.84
DGKB,LPL,0.9
DGKB,MBOAT2,0.749
DGKB,PLCB4,0.73
DIO2,PPARGC1A,0.739
DIO2,SLC16A2,0.897
DIO2,THRB,0.779
DKK1,DKK2,0.938
DKK1,FRZB,0.869
DKK1,FZD1,0.904
DKK1,FZD8,0.776
DKK1,RUNX2,0.717
DKK1,SFRP2,0.848
DKK1,WIF1,0.882
DKK1,WNT2B,0.939
DKK1,WNT4,0.905
DKK1,WNT5A,0.942
DKK1,WNT3,0.89
DKK1,WNT7A,0.878
DKK1,WNT10A,0.845
DKK1,WNT7B,0.876
DKK2,FRZB,0.832
DKK2,FZD1,0.848
DKK2,FZD8,0.777
DKK2,SFRP2,0.73
DKK2,WIF1,0.802
DKK2,WNT2B,0.941
DKK2,WNT4,0.83
DKK2,WNT5A,0.865
DKK2,WNT3,0.823
DKK2,WNT7A,0.82
DKK2,WNT10A,0.815
DKK2,WNT7B,0.829
DLC1,TNS2,0.992
DLC1,TNS1,0.746
DLG3,DLGAP1,0.887
DLG3,FBXO45,0.716
DLG3,FYN,0.705
DLG3,GDA,0.901
DLG3,GRIN2A,0.998
DLG3,NBEA,0.963
DLG3,NEDD4L,0.922
DLG3,NLGN1,0.892
DLG3,NLGN4X,0.863
DLG3,LIN7A,0.771
DLG3,NCALD,0.818
DLGAP1,GRIN2A,0.885
DLGAP1,HCLS1,0.857
DLGAP1,HOMER2,0.857
DLGAP1,MAGI2,0.732
DLGAP1,NLGN1,0.927
DLGAP1,NLGN4X,0.861
DLGAP1,HOMER3,0.943
DLX3,MEIS2,0.922
DLX3,RUNX2,0.797
DNER,DPP10,0.714
DNER,DPP6,0.715
DNER,PNMA2,0.762
DOCK11,RHOQ,0.724
DOCK11,RHOJ,0.818
DOCK2,ELMO1,0.999
DOCK2,FGR,0.936
DOCK2,LCP2,0.799
DOCK2,LYN,0.927
DOCK2,RAC2,0.994
DOCK3,ELMO1,0.944
DOCK3,FYN,0.762
DOCK3,RAC2,0.781
DOCK4,EIF5A2,0.701
DOCK4,ELMO1,0.935
DOCK4,MRPS10,0.779
DOCK4,NSA2,0.849
DOCK4,RPL22,0.878
DOCK4,RPS27,0.869
DPP10,PNMA2,0.799
DPP4,ENPEP,0.79
DPP4,FN1,0.983
DPP4,PTPRC,0.99
DPP6,PNMA2,0.793
DPT,LOX,0.702
DPT,LUM,0.803
DPT,POSTN,0.709
DPT,PRELP,0.777
DPYD,DPYSL2,0.78
DPYD,DPYSL3,0.862
DPYD,NT5E,0.826
DPYD,DPYSL4,0.765
DPYD,SLC23A2,0.703
DPYSL2,DPYSL3,0.976
DPYSL2,FYN,0.704
DPYSL2,GDA,0.715
DPYSL2,GRIN2A,0.746
DPYSL2,MAP1B,0.756
DPYSL2,PLXNA1,0.825
DPYSL2,PLXNA4,0.717
DPYSL2,RAB27A,0.862
DPYSL2,SEMA3A,0.832
DPYSL2,DPYSL4,0.757
DPYSL3,JAM3,0.747
DPYSL3,MYO6,0.725
DPYSL3,PLXNA1,0.786
DPYSL3,SEMA3A,0.85
DPYSL3,DPYSL4,0.788
DPYSL3,PDLIM4,0.748
DSC1,DSG1,0.998
DSC1,EVPL,0.786
DSC1,PKP1,0.905
DSC2,DSG1,0.783
DSC2,TGFB3,0.76
DSC2,PKP1,0.853
DSC3,DSG1,0.933
DSC3,EVPL,0.723
DSC3,PERP,0.815
DSC3,PKP1,0.894
DSG1,EVPL,0.915
DSG1,KLK5,0.809
DSG1,PERP,0.767
DSG1,PKP1,0.994
DTNA,SGCB,0.703
DTNA,SGCD,0.869
DTNA,SNTB1,0.946
DTNA,SNTB2,0.974
DTNA,SYNM,0.898
DUOX1,NOX4,0.992
DUOX1,RAC2,0.784
DUOX1,XDH,0.711
DUSP4,MAPK13,0.784
DYNC2H1,TUBA1A,0.742
DYRK1A,NFATC1,0.819
DYRK1A,PRKACB,0.771
EBF1,IKZF1,0.931
EBF1,PPARG,0.823
EBF1,ZNF423,0.978
EBF1,ZNF521,0.812
EBF2,PPARG,0.79
EBF2,ZNF423,0.891
ECM2,OMD,0.703
EDIL3,HAPLN1,0.712
EDNRA,GNA12,0.98
EDNRA,KCNJ2,0.911
EDNRA,RNASE2,0.787
EFEMP1,FBLN1,0.754
EFEMP1,FBLN2,0.769
EFEMP1,MFAP4,0.784
EFEMP1,TIMP3,0.958
EFEMP2,FBLN5,0.837
EFEMP2,FBN1,0.873
EFEMP2,LOX,0.951
EFEMP2,MFAP2,0.794
EFEMP2,MFAP4,0.705
EFEMP2,MFAP5,0.779
EFNB2,EPHA1,0.999
EFNB2,EPHA2,0.973
EFNB2,EPHB3,0.999
EFNB2,FLT1,0.764
EFNB2,FYN,0.751
EFNB2,HEY2,0.741
EFNB2,NRP1,0.813
EFNB2,SDCBP,0.777
EFNB2,TEK,0.743
EFNB2,THBS1,0.885
EFNB2,EPHA3,0.993
EFNB2,VEGFC,0.757
EFNB2,TIAM1,0.7
EIF5A2,MRPL33,0.9
EIF5A2,MRPS10,0.882
EIF5A2,RPS27,0.775
ELK4,MAPK13,0.907
ELMO1,FGR,0.907
ELMO1,LYN,0.908
ELMO1,RAC2,0.975
ELMO1,SYK,0.717
ELMO1,GULP1,0.893
ELP4,ERCC6,0.902
ELP4,PAX6,0.832
EMCN,LYVE1,0.746
EMCN,MUC1,0.79
EMCN,PECAM1,0.803
EMCN,PODXL,0.724
EMCN,TEK,0.754
EMP3,LGALS1,0.748
ENAH,ESRP1,0.908
ENAH,ESRP2,0.904
ENAH,RAPH1,0.735
ENC1,KLHL13,0.936
ENG,FGF2,0.831
ENG,FLT1,0.737
ENG,GIPC1,0.902
ENG,ICAM1,0.767
ENG,ITGA4,0.705
ENG,ITGA5,0.801
ENG,ITGAM,0.795
ENG,KIT,0.82
ENG,LGALS3,0.709
ENG,LRG1,0.931
ENG,MCAM,0.834
ENG,NT5E,0.928
ENG,PDGFRA,0.743
ENG,PECAM1,0.923
ENG,PGF,0.886
ENG,PTPRC,0.91
ENG,SMAD9,0.775
ENG,TEK,0.831
ENG,TGFB2,0.71
ENG,TGFB3,0.995
ENG,TGFBR1,0.969
ENG,TGFBR2,0.997
ENG,THY1,0.941
ENG,VCAM1,0.737
ENG,VWF,0.718
ENG,TFRC,0.762
ENO1,FN1,0.791
ENO1,GAPDHS,0.754
ENO1,H6PD,0.948
ENO1,PCK1,0.962
ENO1,TUBA1A,0.769
ENO1,SLC2A5,0.745
ENO1,TKT,0.967
ENPEP,ITIH4,0.884
ENPP1,GCH1,0.806
ENPP1,GMPR,0.904
ENPP1,GUCY1A1,0.908
ENPP1,GUCY1B1,0.907
ENPP1,GYG1,0.9
ENPP1,MOCS1,0.809
ENPP1,NPR2,0.911
ENPP1,NT5E,0.988
ENPP1,PANK1,0.9
ENPP1,PDE1A,0.911
ENPP1,PDE2A,0.918
ENPP1,PDE3A,0.908
ENPP1,PDE4B,0.924
ENPP1,PDE1C,0.91
ENPP1,PDE7A,0.924
ENPP1,NMRK1,0.901
ENPP1,RFK,0.907
ENPP2,LPAR1,0.917
ENPP2,LPAR6,0.74
ENPP4,FHIT,0.903
EPB41L2,EPB41L3,0.848
EPB41L2,SPTBN1,0.832
EPB41L3,SPTBN1,0.894
EPCAM,GPC3,0.747
EPCAM,ITGAM,0.734
EPCAM,KRT19,0.888
EPCAM,KRT7,0.735
EPCAM,MUC1,0.92
EPCAM,MYO5B,0.75
EPCAM,PECAM1,0.727
EPCAM,PTPRC,0.84
EPCAM,SPINT2,0.88
EPCAM,THY1,0.779
EPCAM,TSPAN8,0.812
EPHA1,EPHA2,0.976
EPHA1,FN1,0.748
EPHA1,MS4A6A,0.713
EPHA2,EPHB3,0.71
EPHA2,FGF18,0.72
EPHA2,FGF2,0.773
EPHA2,FGF5,0.721
EPHA2,FGF9,0.731
EPHA2,IGF1,0.731
EPHA2,IGF2,0.704
EPHA2,IL13RA2,0.801
EPHA2,IRS1,0.726
EPHA2,LYN,0.775
EPHA2,MMP10,0.702
EPHA2,PDGFC,0.743
EPHA2,PDGFD,0.705
EPHA2,PGF,0.704
EPHA2,PIK3R1,0.733
EPHA2,SCARB1,0.71
EPHA2,SHC1,0.907
EPHA2,TGFA,0.73
EPHA2,VEGFC,0.755
EPHA2,TFRC,0.724
EPHB3,FYN,0.791
EPHX2,GMPR,0.859
EPHX2,IMPDH2,0.884
EPHX2,NT5E,0.795
EPHX2,PLPPR4,0.751
EPS8,PALLD,0.799
EPSTI1,GBP1,0.78
EPSTI1,GBP4,0.767
EPSTI1,HERC5,0.864
EPSTI1,IFI44,0.909
EPSTI1,IFI44L,0.921
EPSTI1,IFIT3,0.897
EPSTI1,MX1,0.915
EPSTI1,OAS1,0.808
EPSTI1,XAF1,0.862
ERCC6,KAT2B,0.735
ESRP1,QKI,0.861
ESRP1,ESRP2,0.903
ESRP1,RAB25,0.795
ESRP1,RBPMS,0.759
ESRRG,PPARGC1A,0.967
ETS1,GATA2,0.729
ETS1,GATA3,0.907
ETS1,IKZF1,0.741
ETS1,MMP3,0.728
ETS1,RUNX2,0.812
ETS1,TAL1,0.789
ETS1,FOXN2,0.727
EVI2A,EVI2B,0.995
EVI2B,LAPTM5,0.763
EVPL,PKP1,0.89
EYA2,MEOX1,0.751
EYA2,PAX3,0.877
F11R,ICAM1,0.833
F11R,ICAM2,0.899
F11R,ITGB2,0.998
F11R,JAM2,0.969
F11R,JAM3,0.97
F11R,MARVELD2,0.931
F11R,MPDZ,0.799
F11R,OCLN,0.998
F11R,PECAM1,0.932
F11R,VCAM1,0.779
F13A1,FN1,0.783
F13A1,VWF,0.713
F2R,F3,0.817
F2R,GNA12,0.986
F2R,LPAR1,0.945
F2R,LPAR6,0.904
F2R,MMP1,0.897
F2R,PROCR,0.994
F2R,TFPI,0.738
F2R,THBD,0.966
F3,FN1,0.711
F3,ICAM1,0.726
F3,IL6,0.819
F3,P2RY12,0.742
F3,PROCR,0.704
F3,SELE,0.723
F3,SERPINE1,0.902
F3,TFPI,0.999
F3,THBD,0.982
F3,TLR4,0.717
F3,VCAM1,0.803
F3,VWF,0.98
F3,TFPI2,0.901
FA2H,FAXDC2,0.799
FAP,FN1,0.705
FAXDC2,PTGIS,0.702
FBLN1,FBLN2,0.948
FBLN1,FN1,0.992
FBLN1,HSPG2,0.904
FBLN1,MFAP2,0.839
FBLN1,MFAP4,0.834
FBLN1,NID1,0.835
FBLN1,VCAN,0.833
FBLN1,MFAP5,0.797
FBLN1,RASSF8,0.928
FBLN2,FBLN5,0.786
FBLN2,FBN1,0.971
FBLN2,FN1,0.989
FBLN2,HSPG2,0.993
FBLN2,MFAP2,0.816
FBLN2,MFAP4,0.73
FBLN2,NID1,0.904
FBLN2,POSTN,0.802
FBLN2,NID2,0.807
FBLN2,MFAP5,0.777
FBLN5,FBN1,0.922
FBLN5,FN1,0.865
FBLN5,LOX,0.969
FBLN5,LTBP2,0.881
FBLN5,MFAP2,0.857
FBLN5,MFAP4,0.842
FBLN5,MFAP5,0.796
FBLN5,LOXL2,0.859
FBN1,FN1,0.982
FBN1,HSPG2,0.849
FBN1,ITGA5,0.775
FBN1,LAMC1,0.72
FBN1,LOX,0.898
FBN1,LTBP2,0.887
FBN1,LUM,0.972
FBN1,MFAP2,0.997
FBN1,MFAP4,0.909
FBN1,MMP2,0.817
FBN1,POSTN,0.785
FBN1,TGFB2,0.77
FBN1,TGFBR1,0.931
FBN1,TGFBR2,0.916
FBN1,THBS1,0.801
FBN1,VCAN,0.91
FBN1,MFAP5,0.976
FBXO15,KLF4,0.844
FBXO15,SOX2,0.819
FBXO45,FBXW7,0.752
FBXW7,FLI1,0.995
FCER1G,FCGR2A,0.907
FCER1G,FYN,0.981
FCER1G,ITGAM,0.782
FCER1G,ITGB2,0.841
FCER1G,LCP2,0.857
FCER1G,LYN,0.988
FCER1G,PIK3R1,0.906
FCER1G,PIK3R3,0.904
FCER1G,PTPRC,0.724
FCER1G,SYK,0.999
FCER1G,TYROBP,0.999
FCGR2A,FCGRT,0.871
FCGR2A,FGR,0.745
FCGR2A,IGF1,0.778
FCGR2A,IGF2,0.886
FCGR2A,ITGAM,0.882
FCGR2A,ITGB2,0.813
FCGR2A,LYN,0.962
FCGR2A,MRC1,0.717
FCGR2A,PIK3R1,0.753
FCGR2A,PTPRC,0.886
FCGR2A,SYK,0.995
FCGR2A,TLR4,0.818
FCGR2A,TYROBP,0.761
FCGR2A,VWF,0.743
FCGRT,SUCO,0.735
FERMT2,FLNA,0.852
FERMT2,FLNB,0.757
FERMT2,PARVA,0.893
FEZ1,SYT1,0.859
FGF18,FGF2,0.704
FGF18,FGFBP1,0.946
FGF18,FGFR1,0.999
FGF18,FGFR3,0.998
FGF18,FLT1,0.871
FGF18,FN1,0.8
FGF18,HSPG2,0.97
FGF18,IGF1,0.797
FGF18,IL6,0.704
FGF18,KIT,0.848
FGF18,NRP1,0.821
FGF18,NTRK2,0.757
FGF18,PDGFRA,0.858
FGF18,PDGFRB,0.893
FGF18,PECAM1,0.728
FGF18,TEK,0.848
FGF2,FGFBP1,0.995
FGF2,FGFR1,0.999
FGF2,FGFR3,0.999
FGF2,FLT1,0.993
FGF2,FN1,0.965
FGF2,GPC3,0.706
FGF2,HBEGF,0.829
FGF2,HSPG2,0.998
FGF2,ICAM1,0.752
FGF2,IGF1,0.882
FGF2,IL6,0.882
FGF2,IL7,0.767
FGF2,KIT,0.885
FGF2,KLF4,0.743
FGF2,MMP1,0.737
FGF2,MMP2,0.802
FGF2,MMP3,0.743
FGF2,NES,0.836
FGF2,NRP1,0.935
FGF2,NTRK2,0.908
FGF2,PAX6,0.708
FGF2,PDGFRA,0.982
FGF2,PDGFRB,0.953
FGF2,PECAM1,0.801
FGF2,PGF,0.734
FGF2,PTN,0.722
FGF2,PTX3,0.982
FGF2,PXDN,0.707
FGF2,RUNX2,0.753
FGF2,S100B,0.986
FGF2,SDC2,0.884
FGF2,SDC3,0.867
FGF2,SDC4,0.993
FGF2,SERPINE1,0.741
FGF2,SOX2,0.933
FGF2,TEK,0.941
FGF2,TGFA,0.824
FGF2,TGFB2,0.789
FGF2,THBS1,0.841
FGF2,THY1,0.726
FGF2,TIE1,0.701
FGF2,TNFAIP6,0.771
FGF2,TIMP1,0.77
FGF2,VEGFC,0.828
FGF5,FGFBP1,0.945
FGF5,FGFR1,0.999
FGF5,FGFR3,0.971
FGF5,FLT1,0.871
FGF5,FN1,0.799
FGF5,HSPG2,0.946
FGF5,IGF1,0.788
FGF5,IL6,0.702
FGF5,KIT,0.85
FGF5,NRP1,0.824
FGF5,NTRK2,0.754
FGF5,PDGFRA,0.904
FGF5,PDGFRB,0.891
FGF5,PECAM1,0.733
FGF5,TEK,0.848
FGF5,VEGFC,0.717
FGF9,FGFBP1,0.941
FGF9,FGFR1,0.999
FGF9,FGFR3,0.999
FGF9,FLT1,0.874
FGF9,FN1,0.798
FGF9,HSPG2,0.949
FGF9,IGF1,0.772
FGF9,IL6,0.703
FGF9,KIT,0.855
FGF9,NRP1,0.831
FGF9,NTRK2,0.773
FGF9,PDGFRA,0.865
FGF9,PDGFRB,0.893
FGF9,PECAM1,0.742
FGF9,SOX9,0.907
FGF9,TEK,0.849
FGF9,MICU3,0.775
FGFBP1,HSPG2,0.884
FGFR1,FGFR3,0.854
FGFR1,FLRT3,0.703
FGFR1,IGF1,0.82
FGFR1,IGF2,0.785
FGFR1,IRS1,0.834
FGFR1,L1CAM,0.898
FGFR1,NRP1,0.826
FGFR1,NTF3,0.712
FGFR1,PDGFC,0.756
FGFR1,PDGFD,0.833
FGFR1,PDGFRA,0.715
FGFR1,PGF,0.819
FGFR1,PIK3R1,0.992
FGFR1,PIK3R3,0.923
FGFR1,SDC4,0.887
FGFR1,SHC1,0.974
FGFR1,SHC3,0.92
FGFR1,TGFA,0.771
FGFR1,TWIST1,0.853
FGFR1,VEGFC,0.896
FGFR1,TACC1,0.873
FGFR3,IGF1,0.797
FGFR3,IGF2,0.763
FGFR3,IRS1,0.703
FGFR3,MSX2,0.737
FGFR3,MUC1,0.769
FGFR3,PDGFC,0.708
FGFR3,PDGFD,0.788
FGFR3,PIK3R1,0.824
FGFR3,PIK3R3,0.817
FGFR3,SHC1,0.929
FGFR3,SHC3,0.919
FGFR3,TGFA,0.733
FGFR3,TWIST1,0.882
FGFR3,VEGFC,0.828
FGFR3,TACC1,0.807
FGL2,FN1,0.756
